Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,Nome,Height_in_inches,Wins,Losses,Draws
145.0,72.0,Orthodox,"May 11, 1985",2.01,0.4,3.21,0.49,1.74,0.34,0.39,2.3,Chas Skelly,71.0,19,3,
230.0,78.0,Orthodox,"Oct 25, 1988",5.8,0.44,5.08,0.5,0.71,0.33,0.67,0.6,Jake Collier,75.0,13,10,0.0
185.0,,Orthodox,"Dec 24, 1980",1.83,0.43,2.3,0.49,1.31,0.28,0.43,1.3,Jason Miller,73.0,23,10,
260.0,77.0,Orthodox,"Dec 30, 1994",1.13,0.28,8.07,0.3,0.0,0.0,0.0,0.0,Kevin Szaflarski,77.0,11,2,0.0
155.0,70.0,Orthodox,"May 08, 2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sho Patrick Usami,69.0,4,1,0.0
185.0,78.0,Orthodox,"Oct 28, 1998",1.62,0.33,6.49,0.52,0.0,0.0,0.0,0.0,Mario Mingaj,75.0,7,1,0.0
185.0,76.0,Southpaw,"Dec 07, 1992",6.86,0.64,5.47,0.41,3.2,0.6,1.0,0.5,Ikram Aliskerov,72.0,17,2,0.0
195.0,,Orthodox,"Mar 09, 1971",0.81,0.33,1.51,0.67,0.0,0.0,0.6,0.0,Jerrel Venetiaan,73.0,4,3,
154.0,,Orthodox,"Feb 24, 1979",1.0,0.28,1.95,0.48,1.58,0.26,1.0,1.2,Vitor Ribeiro,68.0,20,5,0.0
145.0,,,"Feb 18, 1978",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rocky Long,,21,37,1.0
170.0,,,"Jan 11, 1979",2.27,0.32,4.33,0.45,0.0,0.0,0.77,0.0,Aaron Wetherspoon,,9,5,
185.0,76.0,Orthodox,"Jan 13, 1988",3.17,0.41,5.93,0.44,0.0,0.0,0.0,0.0,Anthony Adams,73.0,8,2,0.0
205.0,,Orthodox,"Sep 05, 1978",4.36,0.65,2.28,0.68,0.0,0.0,1.0,0.0,Carlos Zevallos,72.0,3,4,0.0
115.0,65.0,Orthodox,"Aug 02, 1983",1.53,0.28,4.92,0.42,0.4,0.25,0.28,0.4,Angela Magana,61.0,11,9,0.0
265.0,,,"Apr 23, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brandon Sayles,77.0,5,1,0.0
155.0,73.0,Orthodox,"Aug 04, 1988",0.53,0.26,1.9,0.51,0.53,0.16,0.33,7.4,Paul Sass,72.0,14,2,0.0
135.0,,,"Jun 14, 1990",4.93,0.51,2.07,0.69,1.0,0.33,0.0,0.0,Amador Ramirez,,5,4,0.0
185.0,,,"Feb 10, 1988",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fabio Aguiar,72.0,17,1,0.0
145.0,68.0,Switch,"Nov 03, 1993",4.48,0.61,2.95,0.59,1.98,0.6,0.71,0.2,Jack Jenkins,67.0,14,4,0.0
185.0,,,"Feb 19, 2004",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Juan Cabrera,,9,1,0.0
205.0,,Orthodox,"Nov 03, 1977",2.56,0.64,1.67,0.28,1.43,0.31,0.21,0.0,Anthony Ruiz,74.0,33,22,0.0
135.0,68.0,Orthodox,"Aug 04, 1984",2.53,0.34,3.61,0.54,2.57,0.25,0.8,0.8,Bryan Caraway,68.0,21,9,0.0
115.0,63.0,Orthodox,"May 08, 1982",4.93,0.5,7.19,0.53,0.94,0.25,0.5,0.2,Jessica Aguilar,63.0,20,8,0.0
135.0,73.0,Orthodox,"Jul 15, 1987",2.65,0.34,3.1,0.41,0.48,0.05,0.3,0.5,Kevin Croom,71.0,21,15,
145.0,69.0,Orthodox,"Mar 01, 1994",3.76,0.43,5.51,0.55,2.62,0.5,1.0,2.6,Lu Kai,69.0,8,5,
155.0,72.0,Orthodox,"Jan 16, 1992",4.08,0.3,7.16,0.48,1.54,0.44,0.36,0.4,Genaro Valdez,69.0,10,3,0.0
155.0,72.0,Orthodox,"May 01, 1984",2.27,0.38,1.63,0.67,1.2,1.0,0.71,0.4,Anton Kuivanen,68.0,24,10,0.0
135.0,67.0,Orthodox,"Mar 07, 1989",2.64,0.32,2.57,0.64,0.56,0.16,0.43,0.3,Journey Newson,65.0,10,5,
155.0,73.0,Southpaw,"Sep 30, 1976",2.91,0.42,2.34,0.66,0.76,0.53,0.69,0.7,Yves Edwards,69.0,42,22,
135.0,69.0,Orthodox,"Mar 07, 1993",4.9,0.53,3.79,0.61,1.35,0.52,0.85,0.1,Daniel Marcos,67.0,18,1,
135.0,70.0,Southpaw,"Jan 25, 1984",3.51,0.37,4.28,0.61,0.75,0.22,0.66,0.0,Mike Easton,66.0,13,6,0.0
145.0,70.0,Orthodox,"Jan 16, 1996",2.89,0.48,1.33,0.7,0.33,1.0,0.51,0.0,Zhu Kangjie,68.0,21,4,
230.0,,Orthodox,"Aug 17, 1976",0.93,0.34,1.49,0.58,1.86,0.5,0.0,4.7,Valentijn Overeem,75.0,30,32,0.0
125.0,66.0,Orthodox,"Mar 05, 1986",0.96,0.4,1.78,0.46,3.61,0.62,0.5,0.7,Robert Sanchez,66.0,8,2,0.0
155.0,73.0,Orthodox,"May 18, 1989",6.56,0.46,7.44,0.51,1.11,0.31,0.73,0.0,Frank Camacho,70.0,22,10,0.0
205.0,80.0,Orthodox,"May 06, 1994",2.7,0.66,2.65,0.26,0.0,0.0,0.6,0.8,Freddy Vidal,75.0,4,1,0.0
170.0,74.0,Southpaw,"Aug 05, 1986",5.8,0.63,4.75,0.42,0.0,0.0,1.0,0.0,Victor Reyna,71.0,11,5,
145.0,70.0,Orthodox,"Sep 23, 1996",3.88,0.44,2.39,0.5,8.96,0.66,0.0,0.0,Aaron Pico,68.0,13,5,0.0
135.0,70.0,Orthodox,"Feb 26, 2000",5.35,0.58,0.81,0.71,2.43,0.66,1.0,0.0,Louis Lee Scott,68.0,10,0,0.0
205.0,,Southpaw,"Dec 26, 1976",1.77,0.42,1.45,0.52,0.35,0.66,0.66,0.7,Alex Stiebling,74.0,19,11,
260.0,78.0,Orthodox,"Oct 03, 1991",5.55,0.48,3.53,0.55,0.35,0.5,0.72,0.1,Waldo Cortes Acosta,76.0,16,2,0.0
155.0,,Orthodox,"Apr 13, 1985",3.13,0.3,4.56,0.46,0.0,0.0,0.33,0.0,Mehdi Baghdad,73.0,11,5,0.0
245.0,82.0,Orthodox,"Jul 31, 1990",2.6,0.35,5.3,0.46,0.74,0.66,0.0,0.0,Daniel Spitz,79.0,6,3,0.0
115.0,65.0,Southpaw,"May 20, 1985",2.97,0.43,4.23,0.52,1.02,0.36,0.9,0.3,Jinh Yu Frey,63.0,11,10,0.0
135.0,,Orthodox,"Dec 18, 1975",12.12,0.8,2.31,0.69,0.0,0.0,0.0,0.0,Kim Couture,68.0,3,8,0.0
225.0,,Southpaw,"Jan 27, 1978",0.0,0.0,10.12,0.12,0.0,0.0,0.0,0.0,Tony Sylvester,73.0,11,3,0.0
246.0,78.0,Orthodox,"Nov 09, 1985",3.59,0.48,3.33,0.55,1.38,0.33,0.75,0.1,Marcin Tybura,75.0,27,10,0.0
155.0,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Michael Bravo,,7,4,0.0
195.0,,Orthodox,--,2.01,0.16,6.75,0.6,0.0,0.0,0.0,0.0,Raou Raou,68.0,0,1,0.0
145.0,72.0,Orthodox,"Dec 30, 1997",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Losene Keita,68.0,16,1,0.0
170.0,72.0,Orthodox,"Mar 10, 1982",2.69,0.32,3.2,0.64,1.22,0.66,0.63,0.3,Jesse Lennox,69.0,14,4,0.0
205.0,80.0,Orthodox,"May 02, 1984",3.44,0.33,4.92,0.54,0.0,0.0,0.0,0.0,Bruno Oliveira,76.0,8,2,0.0
135.0,67.0,Southpaw,"Nov 05, 2001",2.87,0.33,4.73,0.49,0.0,0.0,0.5,0.0,Zhang Qinghe,67.0,16,8,1.0
205.0,74.0,Orthodox,"Apr 24, 1993",2.81,0.43,3.38,0.57,2.51,0.33,1.0,0.0,Bruno Lopes,74.0,14,2,0.0
155.0,72.0,Switch,"Apr 11, 1997",5.66,0.5,4.94,0.57,0.48,0.15,0.4,0.5,Evan Elder,70.0,10,2,0.0
205.0,,Orthodox,"Oct 18, 1985",10.56,0.59,10.56,0.13,0.0,0.0,0.0,0.0,Dennis Bryant,72.0,5,2,0.0
205.0,74.0,Orthodox,"Apr 14, 1980",2.71,0.53,3.62,0.49,0.6,0.4,0.63,0.1,Rafael Cavalcante,73.0,12,7,
135.0,68.0,Switch,"May 04, 1987",7.17,0.53,5.19,0.48,1.04,0.42,0.81,0.3,Victor Henry,67.0,25,7,
115.0,61.0,Orthodox,"Sep 20, 1990",1.43,0.21,3.57,0.6,0.0,0.0,0.0,0.0,Stephanie Frausto,62.0,8,7,0.0
170.0,75.0,Orthodox,"May 02, 1993",6.61,0.51,6.49,0.5,0.69,0.4,1.0,0.3,Kevin Jousset,74.0,10,4,0.0
170.0,72.0,Orthodox,"Feb 22, 1988",3.81,0.38,3.09,0.54,3.64,0.42,0.68,0.2,Colby Covington,71.0,17,5,0.0
115.0,62.0,Orthodox,"Sep 25, 1991",6.37,0.48,5.58,0.54,2.1,0.54,0.75,0.3,Jessica Andrade,61.0,26,15,0.0
155.0,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alan Gomez,,2,0,0.0
115.0,67.0,Orthodox,"Jul 12, 2000",5.01,0.5,2.71,0.57,2.02,0.58,0.5,0.0,Fatima Kline,66.0,9,1,0.0
220.0,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Han Ten Yun,71.0,0,1,0.0
185.0,73.0,Orthodox,"Aug 26, 1995",3.86,0.56,2.48,0.52,6.62,0.42,0.2,0.4,Jacob Malkoun,69.0,8,3,0.0
135.0,,Orthodox,"Jul 16, 1977",3.31,0.39,7.42,0.41,0.75,0.1,0.8,0.0,Rosi Sexton,63.0,13,5,0.0
125.0,63.0,Orthodox,"May 24, 1991",2.5,0.31,2.98,0.54,1.9,0.66,0.7,0.5,Emily Whitmire,65.0,4,5,0.0
145.0,,Orthodox,"Apr 08, 1987",2.47,0.51,5.33,0.44,1.0,0.1,0.33,0.0,Rocky Lee,69.0,3,2,0.0
135.0,68.0,Orthodox,"Jul 27, 1998",2.91,0.53,4.46,0.49,0.0,0.0,0.35,0.7,Tamires Vidal,66.0,7,4,0.0
145.0,,Orthodox,"Apr 16, 1982",4.5,0.47,2.66,0.64,1.24,0.66,0.85,1.6,Gina Carano,68.0,7,1,0.0
170.0,,Orthodox,"Mar 17, 1977",1.18,0.52,2.12,0.35,0.0,0.0,0.5,3.5,Kit Cope,72.0,6,7,0.0
115.0,,Orthodox,"Mar 29, 1994",2.5,0.5,3.07,0.52,0.85,1.0,0.4,1.7,Cristina Stanciu,63.0,5,2,0.0
205.0,,,--,0.43,0.6,4.34,0.45,0.0,0.0,0.0,2.2,Everett Cummings,,12,0,0.0
145.0,73.0,Switch,"May 23, 1994",3.5,0.39,6.39,0.43,0.5,0.2,0.42,0.5,Mohammad Yahya,69.0,12,6,0.0
155.0,,,"Mar 06, 1985",2.5,0.6,1.92,0.47,5.76,1.0,1.0,0.0,Brandon Girtz,67.0,14,7,0.0
155.0,,Orthodox,"Mar 12, 1979",3.82,0.28,2.63,0.71,1.43,0.16,1.0,0.0,Justin Wilcox,66.0,14,7,
335.0,,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris Condo,72.0,0,1,0.0
235.0,,Orthodox,"Dec 21, 1969",0.67,0.38,4.92,0.15,0.0,0.0,0.25,0.0,Iouri Kotchkine,74.0,7,4,1.0
243.0,79.0,Orthodox,"Feb 01, 1988",5.36,0.58,4.82,0.46,0.0,0.0,0.62,0.0,Alan Baudot,75.0,8,3,
155.0,,Orthodox,"Mar 10, 1972",0.31,0.17,5.0,0.42,0.0,0.0,0.0,0.0,Joe Camacho,69.0,13,19,3.0
125.0,64.0,Southpaw,"Jan 08, 1995",0.4,0.5,6.47,0.2,0.0,0.0,0.5,0.0,Joao Elias,63.0,17,4,
145.0,70.0,Southpaw,"Jan 28, 1992",5.04,0.59,3.14,0.56,0.0,0.0,0.72,0.0,Melsik Baghdasaryan,69.0,8,3,0.0
125.0,63.0,Orthodox,"Jan 31, 1997",4.37,0.4,3.93,0.59,0.84,0.5,1.0,0.0,Ramazan Temirov,64.0,19,3,0.0
155.0,71.0,Orthodox,"Sep 09, 1986",6.4,0.52,3.72,0.62,1.22,0.39,0.74,0.3,King Green,70.0,32,17,
170.0,70.0,Southpaw,"Apr 12, 1989",3.79,0.42,4.3,0.51,0.72,0.13,0.69,0.4,Ricky Glenn,72.0,22,9,2.0
135.0,,,--,0.87,0.56,3.47,0.43,0.0,0.0,0.2,0.0,Marvin Maldonado,66.0,2,4,
155.0,72.0,Orthodox,"Jul 05, 1979",2.1,0.39,2.91,0.54,1.85,0.38,0.7,1.2,John Alessio,70.0,35,17,
155.0,72.0,Orthodox,"Oct 08, 1986",4.26,0.59,2.54,0.56,2.08,0.51,0.82,0.3,Will Brooks,70.0,18,4,0.0
135.0,,Orthodox,"Mar 19, 1982",1.49,0.28,3.24,0.54,0.0,0.0,0.33,0.0,Courtney Buck,70.0,12,11,0.0
135.0,,,"Nov 30, 1990",2.68,0.36,4.69,0.46,0.0,0.0,0.0,0.0,Ivan Cole,69.0,2,3,0.0
185.0,,,"Jan 14, 1983",3.36,0.77,0.0,0.0,0.0,0.0,1.0,21.6,Daniel McWilliams,73.0,15,37,0.0
145.0,72.0,Orthodox,"Jun 13, 1992",2.21,0.43,6.85,0.48,0.0,0.0,0.0,0.0,Suman Mokhtarian,68.0,8,5,0.0
115.0,63.0,Orthodox,"Aug 10, 1985",2.97,0.43,3.1,0.58,1.12,0.28,0.52,0.2,Randa Markos,64.0,11,12,1.0
135.0,,Orthodox,"Feb 17, 1983",1.83,0.28,1.64,0.74,1.15,1.0,0.5,2.9,Will Ribeiro,68.0,10,2,0.0
199.0,,Orthodox,"Mar 06, 1965",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Royce Alger,70.0,3,2,0.0
155.0,70.0,Southpaw,"Feb 23, 1989",2.48,0.51,2.97,0.55,2.36,0.33,0.7,0.5,Olivier Aubin-Mercier,69.0,11,5,0.0
205.0,73.0,Orthodox,"Jan 26, 1981",0.84,0.34,2.04,0.54,3.21,0.36,0.36,0.9,Carmelo Marrero,72.0,16,6,
205.0,71.0,Southpaw,"Apr 12, 1989",4.7,0.57,2.86,0.6,0.55,0.15,0.87,0.0,Azamat Murzakanov,70.0,16,0,0.0
170.0,73.0,Southpaw,"May 22, 1984",2.23,0.36,3.2,0.58,1.65,0.48,0.63,0.3,Keita Nakamura,71.0,34,10,
205.0,,,--,3.35,0.51,2.04,0.62,0.0,0.0,0.0,1.8,Luc Bondole,74.0,5,2,2.0
170.0,,,"Sep 02, 1986",1.43,0.33,3.0,0.5,2.5,0.38,0.6,1.0,Enrique Marin,70.0,10,4,0.0
125.0,67.0,Orthodox,"Jul 27, 1983",3.94,0.38,5.19,0.56,1.09,0.24,0.67,0.2,Lauren Murphy,65.0,16,7,0.0
170.0,76.0,Southpaw,"Mar 10, 1976",3.84,0.39,3.73,0.64,0.39,0.18,0.66,0.4,Sean Pierson,72.0,14,6,0.0
135.0,68.0,Orthodox,"Mar 04, 1987",3.12,0.42,4.04,0.55,1.62,0.22,0.28,0.5,Talita Bernardo,64.0,6,4,0.0
170.0,72.0,Orthodox,"Feb 06, 1993",3.57,0.42,6.38,0.53,0.34,0.11,0.71,0.0,Josh Quinlan,72.0,6,3,
170.0,,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crezio de Souza,,1,2,0.0
235.0,,Orthodox,"Jun 09, 1978",1.09,0.37,5.0,0.47,0.0,0.0,0.33,0.0,Dion Staring,73.0,35,14,0.0
125.0,,,"Nov 26, 1996",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kennedy Freeman,,6,0,0.0
295.0,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jon Hess,79.0,1,1,0.0
170.0,71.0,Orthodox,"Feb 18, 1995",3.8,0.29,5.6,0.65,1.0,0.5,0.0,0.0,Jimmy Drago,70.0,7,3,
170.0,77.0,Orthodox,"Sep 04, 1992",3.88,0.42,3.6,0.5,3.18,0.43,0.75,0.8,Kevin Lee,69.0,18,8,0.0
185.0,77.0,Orthodox,"Sep 17, 1977",2.27,0.35,1.65,0.67,2.51,0.65,0.38,1.2,Denis Kang,71.0,35,16,
170.0,,Orthodox,"Dec 17, 1980",1.64,0.19,7.21,0.53,0.0,0.0,0.0,0.0,Charlie Ward,71.0,3,3,0.0
139.0,,,"May 18, 1983",0.62,0.5,0.94,0.0,0.0,0.0,0.14,0.0,Kazuhisa Watanabe,66.0,0,1,0.0
125.0,64.0,Orthodox,"Dec 26, 1996",2.69,0.42,2.69,0.65,1.02,0.27,0.74,0.0,SeungGuk Choi,66.0,7,3,0.0
155.0,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ailiya Muratbek,,9,2,0.0
115.0,65.0,Orthodox,"Mar 15, 1982",1.94,0.44,2.11,0.55,1.72,0.31,0.7,0.0,Juliana Lima,65.0,9,5,0.0
170.0,74.0,Orthodox,"May 24, 1980",4.94,0.48,3.1,0.46,1.84,0.55,0.67,1.8,Alex Serdyukov,74.0,8,5,0.0
125.0,64.0,Orthodox,"Jul 24, 1984",1.99,0.36,2.96,0.55,1.06,0.33,0.4,2.1,Josh Sampo,64.0,11,5,0.0
185.0,,Orthodox,"Apr 14, 1972",1.3,0.54,4.98,0.47,3.25,1.0,0.0,0.0,Scott Harper,72.0,12,7,0.0
155.0,,,"Dec 07, 1980",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vincent Eazelle,71.0,9,2,0.0
145.0,,,"Jul 04, 2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yuele Huang,,13,0,0.0
225.0,,Orthodox,"Dec 23, 1972",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Francisco Bueno,69.0,5,2,0.0
185.0,73.0,Switch,"Dec 27, 1989",7.27,0.61,6.8,0.28,0.0,0.0,1.0,0.0,Teddy Ash,73.0,14,5,0.0
185.0,78.0,Southpaw,"Feb 15, 1985",1.9,0.42,2.44,0.53,2.69,0.53,0.84,0.5,Cezar Ferreira,73.0,13,8,0.0
125.0,66.0,Switch,"Sep 27, 2000",1.95,0.35,2.81,0.55,1.72,0.25,0.16,0.0,An Tuan Ho,66.0,6,2,0.0
185.0,74.0,Orthodox,"Aug 24, 1970",2.44,0.47,2.7,0.51,1.52,0.52,0.57,0.3,Dan Henderson,71.0,32,15,0.0
145.0,76.0,Orthodox,"Dec 15, 1996",6.07,0.4,5.74,0.52,0.0,0.0,1.0,0.6,Fernando Padilla,73.0,16,6,0.0
183.0,,Orthodox,"Apr 25, 1976",2.85,0.4,2.74,0.63,0.72,0.38,0.51,0.6,Kazuo Misaki,68.0,25,11,
135.0,73.0,Orthodox,"Aug 16, 1995",2.46,0.48,2.85,0.5,1.48,0.16,0.0,0.0,Raphael Uchegbu,69.0,10,2,0.0
205.0,,Orthodox,"Aug 10, 1971",1.26,0.54,1.12,0.57,2.0,0.56,0.3,0.8,Kevin Randleman,70.0,17,16,0.0
155.0,,,"Dec 21, 1980",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,James Reese,69.0,11,10,0.0
170.0,,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Patrick Speight,73.0,7,3,0.0
265.0,81.0,Orthodox,"Jul 17, 1976",0.85,0.44,2.48,0.52,2.12,0.4,0.33,4.2,Sean McCorkle,79.0,17,7,0.0
205.0,,,"Feb 08, 1972",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,James Wade,70.0,4,11,0.0
115.0,63.0,Orthodox,"Jun 16, 1989",4.69,0.45,3.23,0.6,0.84,0.73,0.64,0.0,Yan Xiaonan,65.0,19,5,
155.0,,Orthodox,"Oct 03, 1983",1.68,0.32,3.8,0.45,1.99,0.25,0.33,0.7,Leo Kuntz,70.0,18,4,1.0
230.0,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tai Bowden,71.0,1,1,0.0
259.0,75.0,Orthodox,"Mar 15, 2002",1.6,0.75,0.6,0.43,1.0,1.0,0.55,1.0,Jovan Leka,76.0,11,2,0.0
155.0,73.0,Orthodox,"Nov 04, 1986",1.98,0.34,2.16,0.65,3.95,0.41,0.61,0.1,Rustam Khabilov,68.0,24,4,0.0
155.0,71.0,Orthodox,"Dec 20, 1992",1.01,0.39,5.82,0.26,1.68,0.5,0.0,0.0,Jack Becker,70.0,13,6,0.0
185.0,,,"Oct 25, 1987",0.27,0.12,6.27,0.28,0.0,0.0,0.0,0.0,Keith Berry,73.0,15,14,
145.0,69.0,Orthodox,"Feb 03, 1988",3.08,0.46,3.93,0.56,0.56,0.18,0.6,0.3,Daniel Teymur,65.0,7,4,0.0
155.0,73.0,Orthodox,"Aug 28, 1984",3.0,0.4,3.74,0.6,0.42,0.33,0.5,1.0,Jon Tuck,71.0,10,5,0.0
155.0,,,"Jul 13, 1978",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tom Aaron,,5,3,0.0
155.0,77.0,Southpaw,"May 18, 1995",5.53,0.48,4.55,0.41,0.77,0.55,0.75,1.1,Jalin Turner,75.0,14,9,0.0
185.0,77.0,Orthodox,"Jan 08, 1989",5.33,0.59,3.72,0.55,2.11,0.34,0.9,0.2,Phil Hawes,72.0,12,6,0.0
205.0,73.0,Orthodox,"Nov 27, 1981",3.12,0.66,2.77,0.46,0.45,0.28,0.87,0.0,Ryan Jimmo,73.0,19,5,0.0
135.0,,Southpaw,"Apr 29, 1983",2.73,0.31,5.57,0.46,1.0,0.09,0.33,0.0,Tim Gorman,65.0,9,4,0.0
125.0,68.0,Southpaw,"Apr 07, 1997",4.43,0.54,3.62,0.52,0.55,0.66,0.45,0.8,Mariya Agapova,66.0,10,5,0.0
205.0,71.0,Orthodox,"Oct 05, 1996",2.27,0.28,3.03,0.52,0.0,0.0,1.0,0.0,Mikheil Sazhiniani,72.0,13,3,0.0
185.0,,Orthodox,"May 07, 1973",2.72,0.42,6.17,0.57,0.0,0.0,0.75,0.0,Lodune Sincaid,69.0,15,9,0.0
170.0,73.0,Switch,"Sep 10, 1996",5.57,0.51,3.84,0.63,0.13,0.1,0.64,0.1,Jack Della Maddalena,71.0,18,3,0.0
145.0,70.0,Orthodox,"Aug 26, 1999",5.57,0.4,1.86,0.84,0.0,0.0,0.0,0.0,Murtazali Magomedov,69.0,10,0,0.0
115.0,62.0,Southpaw,"Aug 04, 1993",3.53,0.41,3.23,0.57,2.5,0.45,0.66,0.0,Brianna Fortino,60.0,9,3,0.0
245.0,,Orthodox,"Feb 02, 1980",1.51,0.23,6.06,0.36,0.0,0.0,0.8,1.0,Denis Stojnic,72.0,13,3,
135.0,66.0,Orthodox,"Aug 17, 1982",7.56,0.4,8.41,0.51,0.0,0.0,0.62,0.0,Leslie Smith,69.0,10,7,1.0
205.0,,Orthodox,"Dec 13, 1976",2.15,0.45,3.85,0.48,0.0,0.0,0.5,0.0,Todd Brown,71.0,16,4,
145.0,69.0,Southpaw,"Jul 16, 1977",2.43,0.36,1.99,0.72,2.56,0.52,0.57,1.5,Javier Vazquez,67.0,16,5,0.0
155.0,,Orthodox,"Jul 09, 1971",0.0,0.0,9.68,0.21,0.0,0.0,0.0,0.0,Matt Lee,71.0,14,10,1.0
105.0,,,"Jun 12, 1985",1.82,0.2,2.42,0.78,0.0,0.0,0.0,0.0,Nicdali Rivera-Calanoc,63.0,9,10,0.0
185.0,,Orthodox,"Mar 12, 1983",2.68,0.44,1.9,0.57,0.0,0.0,0.72,0.4,Andrews Nakahara,73.0,5,4,2.0
125.0,65.0,Orthodox,"Aug 30, 1979",4.04,0.3,4.67,0.66,0.0,0.0,0.0,1.3,Barb Honchak,64.0,10,4,0.0
125.0,66.0,Orthodox,"May 07, 1996",2.73,0.44,3.78,0.36,2.2,0.38,0.44,1.3,Juliana Miller,67.0,5,3,0.0
260.0,78.0,Orthodox,"Dec 06, 1985",5.93,0.37,2.87,0.56,0.72,0.25,0.9,0.0,Todd Duffee,75.0,9,3,
245.0,76.0,Orthodox,"Nov 08, 1989",2.95,0.51,2.95,0.56,1.85,0.33,1.0,1.2,Allen Crowder,75.0,10,4,
170.0,,Southpaw,"Sep 23, 1986",3.53,0.26,7.07,0.43,1.0,0.11,0.0,0.0,Tom Gallicchio,70.0,19,10,0.0
125.0,,,"Apr 05, 1991",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Josh Paiva,66.0,8,2,0.0
115.0,64.0,Southpaw,"Mar 05, 1993",1.47,0.41,5.08,0.31,1.9,0.33,0.25,0.4,Marnic Mann,60.0,6,3,0.0
185.0,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jamie Houston,,3,0,0.0
155.0,,Orthodox,--,3.09,0.5,6.19,0.64,0.0,0.0,0.0,0.0,Rick Davis,69.0,3,1,1.0
145.0,,Switch,"Sep 08, 1990",4.43,0.27,9.93,0.46,0.0,0.0,0.0,0.0,Will Chope,76.0,34,13,0.0
135.0,,Orthodox,--,2.37,0.48,3.77,0.49,0.0,0.0,0.58,0.0,Anthony Figueroa,64.0,11,8,1.0
205.0,73.0,Switch,"Dec 22, 1993",2.0,0.37,7.8,0.25,1.0,0.09,0.0,0.0,Ty Flores,75.0,7,3,0.0
155.0,,Orthodox,"Jul 23, 1986",0.93,0.21,4.73,0.36,0.0,0.0,0.71,0.0,Jay Cucciniello,67.0,8,1,0.0
155.0,,Orthodox,"Jun 08, 1979",1.73,0.24,3.55,0.66,0.7,0.33,1.0,0.0,Jason Novelli,72.0,11,3,1.0
155.0,,Orthodox,"Jul 14, 1976",0.43,0.25,2.61,0.57,0.0,0.0,0.5,4.0,Alberto Crane,65.0,15,5,0.0
125.0,65.0,Southpaw,"Jul 31, 1984",3.52,0.34,2.67,0.61,1.41,0.3,0.62,0.6,Joseph Benavidez,64.0,28,8,0.0
135.0,70.0,Orthodox,"Mar 24, 1994",7.65,0.45,8.05,0.33,0.0,0.0,1.0,0.0,Adam Bramhald,70.0,13,3,0.0
155.0,75.0,Orthodox,"Jul 26, 1992",3.97,0.37,6.45,0.37,0.5,0.33,0.33,0.0,Thomas Gifford,73.0,14,9,
155.0,73.0,Orthodox,"Aug 27, 1982",3.54,0.45,2.87,0.54,1.55,0.29,0.46,1.3,Ryan Couture,70.0,11,5,0.0
245.0,,,"Sep 22, 1975",0.0,0.0,9.68,0.33,0.0,0.0,0.5,0.0,Jason Riley,78.0,10,7,0.0
205.0,78.0,Orthodox,"Jul 16, 1999",4.33,0.55,3.53,0.43,3.5,0.36,1.0,0.0,Julius Walker,76.0,7,1,0.0
,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jose Perez,,1,0,0.0
185.0,75.0,Orthodox,"Nov 20, 1997",3.8,0.48,3.6,0.49,1.62,0.37,0.66,0.4,Edmen Shahbazyan,74.0,16,5,0.0
265.0,,Southpaw,--,0.0,0.0,6.38,0.28,0.0,0.0,0.5,0.0,Sean Gannon,75.0,2,1,0.0
257.0,84.0,Southpaw,"May 13, 1992",4.43,0.44,3.62,0.55,0.48,0.25,0.75,0.0,Sergei Pavlovich,75.0,20,3,0.0
